Informasi Rekening - Mutasi Rekening, , , 
,,,
No. rekening : 0142188188,,,
Nama : BOGAJAYA MEGAH ABADI PT,,,
Periode : 14/01/2025 - 17/01/2025,,,
Tanggal Transaksi,Keterangan,Cabang,Jumlah
14/01/2025,KARTU KREDIT MID:001831918 SANDANG PANGAN T1  TGH:00000637000.00 ADM:00000008281.00  ,960,"628,719.00 CR"
14/01/2025,KR OTOMATIS MID : 885001831918 SANDANG PANGAN T1  TGH:    1528000.00 DDR:       2292.00  ,998,"1,525,708.00 CR"
14/01/2025,KR OTOMATIS TANGGAL :13/01 MID : 885001831918  SANDANG PANGAN T1 QR :    4556000.00  DDR:      20718.00 ,998,"4,535,282.00 CR"
14/01/2025,TRSF E-BANKING DB 1401/FTSCY/WS95051 25244660.00  OGStokis 3-9/1 BOGAJAYA MEGAH ABA  ,0,"25,244,660.00 DB"
14/01/2025,KR OTOMATIS SETORAN JEMPUTAN SP13   ,973,"387,000.00 CR"
15/01/2025,KARTU KREDIT MID:001831918 SANDANG PANGAN T1  TGH:00001896000.00 ADM:00000024648.00  ,960,"1,871,352.00 CR"
15/01/2025,KR OTOMATIS MID : 885001831918 SANDANG PANGAN T1  TGH:    6703000.00 DDR:      60264.00  ,998,"6,642,736.00 CR"
15/01/2025,KR OTOMATIS TANGGAL :14/01 MID : 885001831918  SANDANG PANGAN T1 QR :    4517000.00  DDR:      20471.00 ,998,"4,496,529.00 CR"
15/01/2025,TRSF E-BANKING DB 1501/FTSCY/WS95051 2500000.00  SP MAJU JAYA CV  ,0,"2,500,000.00 DB"
15/01/2025,KR OTOMATIS SETORAN JEMPUTAN SP14   ,973,"1,951,000.00 CR"
16/01/2025,KARTU KREDIT MID:001831918 SANDANG PANGAN T1  TGH:00003023000.00 ADM:00000053082.00  ,960,"2,969,918.00 CR"
16/01/2025,KR OTOMATIS MID : 885001831918 SANDANG PANGAN T1  TGH:    4959000.00 DDR:      20970.50  ,998,"4,938,029.50 CR"
16/01/2025,KR OTOMATIS TANGGAL :15/01 MID : 885001831918  SANDANG PANGAN T1 QR :    4926000.00  DDR:      21158.00 ,998,"4,904,842.00 CR"
16/01/2025,TRSF E-BANKING DB 1601/FTSCY/WS95051 15321085.00  OGSby 6-12/1 MAJU JAYA CV  ,0,"15,321,085.00 DB"
16/01/2025,TRSF E-BANKING DB 1601/FTSCY/WS95051 6608600.00  BSMSby 6-12/1 BUDI UTOMO SANTOSO  ,0,"6,608,600.00 DB"
16/01/2025,KR OTOMATIS SETORAN JEMPUTAN SP15   ,973,"1,664,000.00 CR"
PEND,KR OTOMATIS MID : 885001831918 SANDANG PANGAN T1  TGH:    5108000.00 DDR:      29141.50  ,998,"5,078,858.50 CR"
PEND,TRSF E-BANKING DB 1701/FTSCY/WS95051 6923625.00  OSSby 6-12/1 BOGA KASIH KARUNIA  ,0,"6,923,625.00 DB"
PEND,KARTU KREDIT MID:001831918 SANDANG PANGAN T1  TGH:00006018000.00 ADM:00000086354.00  ,960,"5,931,646.00 CR"
PEND,KR OTOMATIS TANGGAL :16/01 MID : 885001831918  SANDANG PANGAN T1 QR :   12098000.00  DDR:      47080.00 ,998,"12,050,920.00 CR"
PEND,TRSF E-BANKING DB 1701/ADSCY/0000100 25011700502697  AUTODEBET 9482004220-004  BCA FINANCE PT ,291,"7,434,900.00 DB"
PEND,KR OTOMATIS SETORAN JEMPUTAN SP16   ,973,"3,137,000.00 CR"
