Informasi Rekening - Mutasi Rekening, , , 
,,,
No. rekening : 0140855855,,,
Nama : BUDI PUTRA BOGAJAYA PT,,,
Periode : 16/12/2024 - 14/01/2025,,,
Tanggal Transaksi,Keterangan,Cabang,Jumlah
16/12/2024,KR OTOMATIS TANGGAL :15/12 MID : 885000988811  BAKMI GOCIT T1 QR :    7981502.00  DDR:      30455.48 ,998,"7,951,046.52 CR"
16/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00001356000.00 ADM:00000017628.00  ,960,"1,338,372.00 CR"
16/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    2914000.00 DDR:      11953.00  ,998,"2,902,047.00 CR"
16/12/2024,TRSF E-BANKING DB 1612/FTLLG/0000100 0080017PT. BANK MA  TRANSFER VIA LLG REF NO PPU =9MTM  PT. Budi Putra Bog ,0,"72,422,232.00 DB"
16/12/2024,BA JASA E-BANKING 1612/DMCHG/0000100 BIAYA TRANSFER SME   ,0,"2,900.00 DB"
16/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL14 15   ,973,"16,144,000.00 CR"
17/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000294000.00 ADM:00000003822.00  ,960,"290,178.00 CR"
17/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    2331000.00 DDR:      15022.49  ,998,"2,315,977.51 CR"
17/12/2024,KR OTOMATIS TANGGAL :16/12 MID : 885000988811  BAKMI GOCIT T1 QR :    4333002.00  DDR:      19327.00 ,998,"4,313,675.00 CR"
17/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL16   ,973,"7,452,000.00 CR"
18/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00002187501.00 ADM:00000029733.00  ,960,"2,157,768.00 CR"
18/12/2024,KR OTOMATIS TANGGAL :17/12 MID : 885000988811  BAKMI GOCIT T1 QR :    6039000.00  DDR:      25702.98 ,998,"6,013,297.02 CR"
18/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    1449002.00 DDR:       7622.01  ,998,"1,441,379.99 CR"
18/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL17   ,973,"7,298,000.00 CR"
18/12/2024,TRSF E-BANKING DB 1812/FTSCY/WS95051 5000000.00  GB MAJU JAYA CV  ,0,"5,000,000.00 DB"
18/12/2024,TRSF E-BANKING DB 1812/FTSCY/WS95051 4561240.00  OGSby 9-15/12 DELAPAN JAYA CV  ,0,"4,561,240.00 DB"
18/12/2024,TRSF E-BANKING DB 1812/FTSCY/WS95051 20979025.00  OGSby 9-15/12 MAJU JAYA CV  ,0,"20,979,025.00 DB"
18/12/2024,TRSF E-BANKING DB 1812/FTSCY/WS95051 10428498.00  BSM 9-15/12 BUDI UTOMO SANTOSO  ,0,"10,428,498.00 DB"
19/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000136000.00 ADM:00000001768.00  ,960,"134,232.00 CR"
19/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    1196001.00 DDR:       4828.50  ,998,"1,191,172.50 CR"
19/12/2024,KR OTOMATIS TANGGAL :18/12 MID : 885000988811  BAKMI GOCIT T1 QR :   10454497.00  DDR:      44340.47 ,998,"10,410,156.53 CR"
19/12/2024,TRSF E-BANKING DB 1912/FTSCY/WS95051 9408071.00  RYT-GC 11/24 ANTON  ,0,"9,408,071.00 DB"
19/12/2024,TRSF E-BANKING DB 1912/FTLLG/0000100 0080017PT. BANK MA  TRANSFER VIA LLG REF NO PPU =C657  PT. Budi Putra Bog ,0,"1,660,248.00 DB"
19/12/2024,BA JASA E-BANKING 1912/DMCHG/0000100 BIAYA TRANSFER SME   ,0,"2,900.00 DB"
19/12/2024,TRSF E-BANKING DB 1912/FTSCY/WS95051 4528000.00  OTKSby 9-15/12 DELAPAN JAYA CV  ,0,"4,528,000.00 DB"
19/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL18   ,973,"8,809,000.00 CR"
20/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000364000.00 ADM:00000004732.00  ,960,"359,268.00 CR"
20/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    3860001.00 DDR:      22033.50  ,998,"3,837,967.50 CR"
20/12/2024,KR OTOMATIS TANGGAL :19/12 MID : 885000988811  BAKMI GOCIT T1 QR :    7526995.00  DDR:      29502.96 ,998,"7,497,492.04 CR"
20/12/2024,TRSF E-BANKING DB 2012/FTLLG/0000100 0080017PT. BANK MA  TRANSFER VIA LLG REF NO PPU =D95C  PT. Budi Putra Bog ,0,"9,750,000.00 DB"
20/12/2024,BA JASA E-BANKING 2012/DMCHG/0000100 BIAYA TRANSFER SME   ,0,"2,900.00 DB"
20/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL19   ,973,"13,301,000.00 CR"
21/12/2024,KR OTOMATIS TANGGAL :20/12 MID : 885000988811  BAKMI GOCIT T1 QR :    8242993.00  DDR:      36532.96 ,998,"8,206,460.04 CR"
21/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    2510002.00 DDR:      12137.50  ,998,"2,497,864.50 CR"
21/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL20   ,973,"12,352,000.00 CR"
22/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    1896999.00 DDR:       2845.49  ,998,"1,894,153.51 CR"
22/12/2024,KR OTOMATIS TANGGAL :21/12 MID : 885000988811  BAKMI GOCIT T1 QR :   11710995.00  DDR:      51822.96 ,998,"11,659,172.04 CR"
23/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:     179001.00 DDR:        268.50  ,998,"178,732.50 CR"
23/12/2024,KR OTOMATIS TANGGAL :22/12 MID : 885000988811  BAKMI GOCIT T1 QR :    6501005.00  DDR:      26363.01 ,998,"6,474,641.99 CR"
23/12/2024,TRSF E-BANKING DB 2312/FTSCY/WS95051 981000.00  IKARI 11/24 IKARI SHODOKU INDO  ,0,"981,000.00 DB"
23/12/2024,TRSF E-BANKING DB 2312/FTSCY/WS95051 21756000.00  BSMPinj 16-29/12 BUDI UTOMO SANTOSO  ,0,"21,756,000.00 DB"
23/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL21 22   ,973,"18,548,000.00 CR"
24/12/2024,TRSF E-BANKING DB 2412/FTSCY/WS95051 6000000.00  GB MAJU JAYA CV  ,0,"6,000,000.00 DB"
24/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000734001.00 ADM:00000009542.00  ,960,"724,459.00 CR"
24/12/2024,KR OTOMATIS TANGGAL :23/12 MID : 885000988811  BAKMI GOCIT T1 QR :    3302000.00  DDR:      14531.98 ,998,"3,287,468.02 CR"
24/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    2254000.00 DDR:       4758.00  ,998,"2,249,242.00 CR"
24/12/2024,TRSF E-BANKING DB 2412/FTSCY/WS95051 9700177.00  PPN 11/24 MAJU JAYA CV  ,0,"9,700,177.00 DB"
24/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL23   ,973,"9,505,000.00 CR"
25/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000404000.00 ADM:00000005252.00  ,960,"398,748.00 CR"
25/12/2024,KR OTOMATIS TANGGAL :24/12 MID : 885000988811  BAKMI GOCIT T1 QR :    7721995.00  DDR:      34251.96 ,998,"7,687,743.04 CR"
25/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    2134000.00 DDR:       4739.50  ,998,"2,129,260.50 CR"
25/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL24   ,973,"14,473,000.00 CR"
26/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    1012999.00 DDR:       1519.49  ,998,"1,011,479.51 CR"
26/12/2024,KR OTOMATIS TANGGAL :25/12 MID : 885000988811  BAKMI GOCIT T1 QR :    5401004.00  DDR:      22437.00 ,998,"5,378,567.00 CR"
26/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL25   ,973,"6,903,000.00 CR"
27/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000328000.00 ADM:00000004264.00  ,960,"323,736.00 CR"
27/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:    1000000.00 DDR:       4245.50  ,998,"995,754.50 CR"
27/12/2024,KR OTOMATIS TANGGAL :26/12 MID : 885000988811  BAKMI GOCIT T1 QR :    4758998.00  DDR:      20508.99 ,998,"4,738,489.01 CR"
27/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL26   ,973,"6,169,000.00 CR"
28/12/2024,KARTU KREDIT MID:000988811 BAKMI GOCIT T1  TGH:00000851999.00 ADM:00000011076.00  ,960,"840,923.00 CR"
28/12/2024,KR OTOMATIS TANGGAL :27/12 MID : 885000988811  BAKMI GOCIT T1 QR :    9249000.00  DDR:      40320.99 ,998,"9,208,679.01 CR"
28/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:     924998.00 DDR:       1387.49  ,998,"923,610.51 CR"
28/12/2024,TRSF E-BANKING DB 2812/FTSCY/WS95051 1168000.00  OGStokis 13-19/12 BOGAJAYA MEGAH ABA  ,0,"1,168,000.00 DB"
28/12/2024,TRSF E-BANKING DB 2812/FTSCY/WS95051 6099000.00  OTKSby 16-22/12 DELAPAN JAYA CV  ,0,"6,099,000.00 DB"
28/12/2024,TRSF E-BANKING DB 2812/FTSCY/WS95051 7151983.00  OGSby 16-22/12 DELAPAN JAYA CV  ,0,"7,151,983.00 DB"
28/12/2024,TRSF E-BANKING DB 2812/FTSCY/WS95051 29339412.00  OGSby 16-22/12 MAJU JAYA CV  ,0,"29,339,412.00 DB"
28/12/2024,KR OTOMATIS SETORAN JEMPUTAN GCL27   ,973,"7,826,000.00 CR"
29/12/2024,KR OTOMATIS MID : 885000988811 BAKMI GOCIT T1  TGH:     338000.00 DDR:        507.00  ,998,"337,493.00 CR"
29/12/2024,KR OTOMATIS TANGGAL :28/12 MID : 885000988811  BAKMI GOCIT T1 QR :    5697002.00  DDR:      23935.01 ,998,"5,673,066.99 CR"
